ensembl_id	no_na	mean	median	sd	lowerq	upperq	min	max
ENSG00000243095	189	6	3	9.173852760322955	2	6	1	90
ENSG00000197140	189	6.01058201058201	3	9.173266789733749	2	6	1	90
ENSG00000253160	189	5.735449735449736	3	9.04679691957927	2	6	0	90
ENSG00000104221	189	6.619047619047619	4	7.739980286333212	2	7	1	37
ENSG00000280064	189	6.619047619047619	4	7.739980286333212	2	7	1	37
ENSG00000147471	189	6.64021164021164	4	7.73068436854293	2	7	1	37
ENSG00000020181	189	6.64021164021164	4	7.73068436854293	2	7	1	37
ENSG00000156675	189	6.587301587301587	4	7.729402802276375	2	7	1	37
ENSG00000253344	189	6.714285714285714	4	7.725534970311609	2	7	1	37
ENSG00000223215	189	6.714285714285714	4	7.725534970311609	2	7	1	37
ENSG00000183779	189	6.714285714285714	4	7.725534970311609	2	7	1	37
ENSG00000253181	189	6.714285714285714	4	7.725534970311609	2	7	1	37
ENSG00000183154	189	6.661375661375661	4	7.723385337804465	2	7	1	37
ENSG00000147475	189	6.661375661375661	4	7.723385337804465	2	7	1	37
ENSG00000233170	189	6.661375661375661	4	7.723385337804465	2	7	1	37
ENSG00000254111	189	6.73015873015873	4	7.72163239798194	2	7	1	37
ENSG00000254290	189	6.73015873015873	4	7.72163239798194	2	7	1	37
ENSG00000254306	189	6.724867724867725	4	7.720411300397398	2	7	1	37
ENSG00000253414	189	6.576719576719577	4	7.695030714183089	2	7	1	37
ENSG00000253388	189	6.4603174603174605	4	7.5297114963212115	2	7	1	37
ENSG00000253161	189	6.497354497354498	4	7.524869645173574	2	7	1	37
ENSG00000196166	189	6.195767195767195	4	7.432589470930454	2	7	1	42
ENSG00000253361	189	6.2063492063492065	4	7.425857777285404	2	7	1	42
ENSG00000254100	189	6.2063492063492065	4	7.425857777285404	2	7	1	42
ENSG00000241032	189	6.439153439153439	4	7.404911489892347	2	7	1	37
ENSG00000169154	189	6.439153439153439	4	7.404911489892347	2	7	1	37
ENSG00000264965	189	6.439153439153439	4	7.404911489892347	2	7	1	37
ENSG00000188778	189	6.439153439153439	4	7.404911489892347	2	7	1	37
ENSG00000270865	189	6.439153439153439	4	7.404911489892347	2	7	1	37
ENSG00000254898	188	6.164893617021277	4	7.397747994470456	2	7	0	37
ENSG00000147548	189	6.142857142857143	4	7.384264054264332	2	7	0	37
ENSG00000147535	189	6.195767195767195	4	7.3801619561297835	2	7	0	37
ENSG00000255487	189	6.195767195767195	4	7.3801619561297835	2	7	0	37
ENSG00000085788	189	6.2063492063492065	4	7.3726609637170295	2	7	1	37
ENSG00000254981	188	6.2712765957446805	4	7.36778828712805	2	7	1	37
ENSG00000248585	189	6.227513227513228	4	7.366260393668154	2	7	1	37
ENSG00000272092	189	6.232804232804233	4	7.365733129923903	2	7	0	37
