id	file
her2_1	01428281-1653-4839-b5cf-167bc62eb147
her2_2	01a1e8a0-51e3-400b-81dc-581a93199892
her2_3	03fd168b-3ada-472c-89a9-33dae1531fc3
her2_4	04174e2d-2241-4ac5-a0b1-653b8fd41db9
her2_5	05cd681e-6864-4296-88d3-f3848bdaaf58
her2_6	0a049359-6f7d-44c2-8a8a-3867fb4d87e1
her2_7	0d134d64-ce0b-4b15-a56a-550830ab02e6
her2_8	0dd5d01d-8c6d-48ff-9cc0-fdc8d853b87c
her2_9	0f1195ba-3464-497c-9c2f-9555f7af44b7
her2_10	0fa8d96d-b739-4da6-b525-c62cdabee68c
her2_11	17076dfd-f38a-4894-b39e-f732f4a0823a
her2_12	17105ff5-33f1-4bfc-b21c-477135667919
her2_13	17bd1937-b31e-46af-8334-49b86f7a1922
her2_14	1df1f52c-ac80-480a-af35-772bd79ad3d0
her2_15	2080f468-6807-4c8d-a9d8-99775effd6ba
her2_16	21b60917-e609-4abf-ae06-cb5da81971a2
her2_17	21cd18a4-1c4a-4df0-953c-2f20ab4318f1
her2_18	28b8f0a3-764b-4156-aea9-dc97f06fac1f
her2_19	2c4bb4d1-3f75-4aa5-aec3-c402ba52579e
her2_20	2cd3acc2-31e5-41b3-9db4-baad97c03990
her2_21	3110bb7f-d80d-4f08-9758-d90368f07cf0
her2_22	32d3f1cd-077f-43bf-843e-1fe9f0ec0cba
her2_23	34401e18-8273-4fbb-bbf6-4830e1d7cc96
her2_24	34c5238e-d4ee-424c-976c-0f9bbfb1e0bc
her2_25	35d16368-1462-4c9b-952a-b81b4e08d33c
her2_26	35d22d6b-6b95-48bc-bc2f-fe4495ff188e
her2_27	3b7dc667-6a9b-46e3-b0db-f11980cac1fe
her2_28	3b807901-2667-4023-8210-20c0ebb5d189
her2_29	3cd311fc-51df-4b20-9c27-fabb68bc3e2c
her2_30	3cd925e9-93f6-4810-87c6-f3c7ecaf6e77
her2_31	42e694ab-fa1a-4613-8066-745b28a6ea9a
her2_32	43781f58-a738-48c1-a251-d4dc5f3fe062
her2_33	456b1e0c-72a4-4850-b52b-8eecf5ecabd8
her2_34	46ca210a-0284-4e84-9a0b-4648b337ed02
